"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","ProcessName","MainWindowHandle","MainWindowTitle","Responding","Site","Container"
"msedgewebview2","1","333","2358596505600","38727680","13529088","17992","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\147.0.3912.98\msedgewebview2.exe","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\147.0.3912.98\msedgewebview2.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --noerrdialogs --user-data-dir=""C:\Users\stanleyzhu\AppData\Local\Packages\Microsoft.MicrosoftOfficeHub_8wekyb3d8bbwe\LocalState\EBWebView"" --webview-exe-name=WebViewHost.exe --webview-exe-version=19.2505.37051.0 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --startup-read-main-dll --metrics-shmem-handle=2208,i,6993720036677739666,16126863494398645277,524288 --field-trial-handle=1824,i,14864020749980923361,17770510122850921722,262144 --enable-features=msSingleSignOnOSForPrimaryAccountIsShared --disable-features=msEnhancedTrackingPreventionEnabled --variations-seed-version --pseudonymization-salt-handle=1828,i,10655535722116381713,2181991187965251576,4 --trace-process-track-uuid=3190708989122997041 --mojo-platform-channel-handle=2216 /prefetch:11 /pfhostedapp:e3b301f51e8564ca7068baaa0849ebe6b2fc5525","System.Diagnostics.Process (msedgewebview2)","Microsoft Corporation","2.265625","147.0.3912.98","147.0.3912.98","Microsoft Edge WebView2","Microsoft Edge WebView2","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5064","8",,"False","2026/5/3 10:22:28",,"2776",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","17992","17992","13529088","13529088","886440","886440","14311424","14311424","40669184","40669184","2358642651136","705605632","True","Normal","13529088","13529088","255","1",,"System.Diagnostics.ProcessThreadCollection","333","2358596505600","659460096","False",,,,"38727680","38727680",,"System.Diagnostics.ProcessModule (msedgewebview2.exe)","00:00:00.7968750","00:00:02.2656250","00:00:01.4687500","msedgewebview2","0","","True",,
"msedgewebview2","1","146","2306592768000","10821632","2482176","8848","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\147.0.3912.98\msedgewebview2.exe","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\147.0.3912.98\msedgewebview2.exe"" --type=crashpad-handler --user-data-dir=C:\Users\stanleyzhu\AppData\Local\Packages\Microsoft.MicrosoftOfficeHub_8wekyb3d8bbwe\LocalState\EBWebView /prefetch:4 /pfhostedapp:e3b301f51e8564ca7068baaa0849ebe6b2fc5525 --monitor-self-annotation=ptype=crashpad-handler --database=C:\Users\stanleyzhu\AppData\Local\Packages\Microsoft.MicrosoftOfficeHub_8wekyb3d8bbwe\LocalState\EBWebView\Crashpad --annotation=IsOfficialBuild=1 --annotation=channel= --annotation=chromium-version=147.0.7727.138 ""--annotation=exe=C:\Program Files (x86)\Microsoft\EdgeWebView\Application\147.0.3912.98\msedgewebview2.exe"" ""--annotation=prod=Edge WebView2"" --annotation=ver=147.0.3912.98 --initial-client-data=0x174,0x178,0x17c,0x150,0x184,0x7ffc4cf79f48,0x7ffc4cf79f58,0x7ffc4cf79f68","System.Diagnostics.Process (msedgewebview2)","Microsoft Corporation","0.109375","147.0.3912.98","147.0.3912.98","Microsoft Edge WebView2","Microsoft Edge WebView2","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5164","8",,"False","2026/5/3 10:22:27",,"7932",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","8848","8848","2482176","2482176","172896","172896","2621440","2621440","11452416","11452416","2306617933824","220495872","True","Normal","2482176","2482176","255","1",,"System.Diagnostics.ProcessThreadCollection","146","2306592768000","195330048","False",,,,"10821632","10821632",,"System.Diagnostics.ProcessModule (msedgewebview2.exe)","00:00:00.0781250","00:00:00.1093750","00:00:00.0312500","msedgewebview2","0","","True",,
"msedgewebview2","1","1218","2410545143808","112476160","39436288","43352","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\147.0.3912.98\msedgewebview2.exe","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\147.0.3912.98\msedgewebview2.exe"" --embedded-browser-webview=1 --webview-exe-name=WebViewHost.exe --webview-exe-version=19.2505.37051.0 --user-data-dir=""C:\Users\stanleyzhu\AppData\Local\Packages\Microsoft.MicrosoftOfficeHub_8wekyb3d8bbwe\LocalState\EBWebView"" --noerrdialogs --embedded-browser-webview-dpi-awareness=2 --disable-features=msEnhancedTrackingPreventionEnabled --enable-features=msSingleSignOnOSForPrimaryAccountIsShared --mojo-named-platform-channel-pipe=9140.1772.10562275195209379780 /pfhostedapp:e3b301f51e8564ca7068baaa0849ebe6b2fc5525","System.Diagnostics.Process (WebViewHost)","Microsoft Corporation","11.5625","147.0.3912.98","147.0.3912.98","Microsoft Edge WebView2","Microsoft Edge WebView2","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5764","8",,"False","2026/5/3 10:22:27",,"8808",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","43352","43352","39436288","39436288","1324264","1324264","42786816","42786816","132194304","132194304","2410691366912","1214713856","True","Normal","39436288","39436288","255","1",,"System.Diagnostics.ProcessThreadCollection","1218","2410545143808","1068490752","False",,,,"112476160","112476160",,"System.Diagnostics.ProcessModule (msedgewebview2.exe)","00:00:04.2812500","00:00:11.5625000","00:00:07.2812500","msedgewebview2","0","","True",,
"msedgewebview2","1","168","2358448136192","20160512","11001856","9936","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\147.0.3912.98\msedgewebview2.exe","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\147.0.3912.98\msedgewebview2.exe"" --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=service --noerrdialogs --user-data-dir=""C:\Users\stanleyzhu\AppData\Local\Packages\Microsoft.MicrosoftOfficeHub_8wekyb3d8bbwe\LocalState\EBWebView"" --webview-exe-name=WebViewHost.exe --webview-exe-version=19.2505.37051.0 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --startup-read-main-dll --metrics-shmem-handle=2304,i,307032346377753744,11113063889964546066,524288 --field-trial-handle=1824,i,14864020749980923361,17770510122850921722,262144 --enable-features=msSingleSignOnOSForPrimaryAccountIsShared --disable-features=msEnhancedTrackingPreventionEnabled --variations-seed-version --pseudonymization-salt-handle=1828,i,10655535722116381713,2181991187965251576,4 --trace-process-track-uuid=3190708990060038890 --mojo-platform-channel-handle=2324 /prefetch:13 /pfhostedapp:e3b301f51e8564ca7068baaa0849ebe6b2fc5525","System.Diagnostics.Process (msedgewebview2)","Microsoft Corporation","1.03125","147.0.3912.98","147.0.3912.98","Microsoft Edge WebView2","Microsoft Edge WebView2","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4676","8",,"False","2026/5/3 10:22:28",,"9292",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","9936","9936","11001856","11001856","782104","782104","11882496","11882496","21913600","21913600","2358456524800","519479296","True","Normal","11001856","11001856","255","1",,"System.Diagnostics.ProcessThreadCollection","168","2358448136192","511090688","False",,,,"20160512","20160512",,"System.Diagnostics.ProcessModule (msedgewebview2.exe)","00:00:00.4687500","00:00:01.0312500","00:00:00.5625000","msedgewebview2","0","","True",,
"msedgewebview2","1","287","3813893541888","58101760","27398144","23168","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\147.0.3912.98\msedgewebview2.exe","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\147.0.3912.98\msedgewebview2.exe"" --type=renderer --noerrdialogs --user-data-dir=""C:\Users\stanleyzhu\AppData\Local\Packages\Microsoft.MicrosoftOfficeHub_8wekyb3d8bbwe\LocalState\EBWebView"" --webview-exe-name=WebViewHost.exe --webview-exe-version=19.2505.37051.0 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --video-capture-use-gpu-memory-buffer --lang=en-US --js-flags=--expose-gc --device-scale-factor=2 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=5 --time-ticks-at-unix-epoch=-1777774920009699 --launch-time-ticks=28631414 --ssd-no-pressure-read-main-dll --metrics-shmem-handle=3816,i,4859983715311890979,14489432188568158656,2097152 --field-trial-handle=1824,i,14864020749980923361,17770510122850921722,262144 --enable-features=msSingleSignOnOSForPrimaryAccountIsShared --disable-features=msEnhancedTrackingPreventionEnabled --variations-seed-version --pseudonymization-salt-handle=1828,i,10655535722116381713,2181991187965251576,4 --trace-process-track-uuid=3190708990997080739 --mojo-platform-channel-handle=3860 /pfhostedapp:e3b301f51e8564ca7068baaa0849ebe6b2fc5525 /prefetch:1","System.Diagnostics.Process (msedgewebview2)","Microsoft Corporation","1.359375","147.0.3912.98","147.0.3912.98","Microsoft Edge WebView2","Microsoft Edge WebView2","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5656","8",,"False","2026/5/3 10:22:28",,"9440",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","23168","23168","27398144","27398144","834856","834856","28246016","28246016","87027712","87027712","3813914517504","-16441344","True","Normal","27398144","27398144","255","1",,"System.Diagnostics.ProcessThreadCollection","287","3813893541888","-37416960","False",,,,"58101760","58101760",,"System.Diagnostics.ProcessModule (msedgewebview2.exe)","00:00:00.3593750","00:00:01.3593750","00:00:01","msedgewebview2","0","","True",,
"MsMpEng","0","945","2204601802752","258981888","317833216","239936",,,,,,,,,,"Process",,,"8",,,,,"3512",".",,,,"239936","239936","317833216","317833216","910280","910280","1154453504","1154453504","1091645440","1091645440","2205333135360","2014912512",,,"317833216","317833216",,"0",,"System.Diagnostics.ProcessThreadCollection","945","2204601802752","1283579904","False",,,,"258981888","258981888",,,,,,"MsMpEng","0","","True",,
"NisSrv","0","209","2203472134144","14995456","4931584","10144",,,,,,,,,,"Process",,,"8",,,,,"6672",".",,,,"10144","10144","4931584","4931584","205120","205120","6447104","6447104","18505728","18505728","2203476852736","158629888",,,"4931584","4931584",,"0",,"System.Diagnostics.ProcessThreadCollection","209","2203472134144","153911296","False",,,,"14995456","14995456",,,,,,"NisSrv","0","","True",,
"Notepad","1","676","2203927859200","121892864","23486464","32408","C:\Program Files\WindowsApps\Microsoft.WindowsNotepad_11.2501.31.0_arm64__8wekyb3d8bbwe\Notepad\Notepad.exe","""C:\Program Files\WindowsApps\Microsoft.WindowsNotepad_11.2501.31.0_arm64__8wekyb3d8bbwe\Notepad\Notepad.exe"" /SESSION:mvU1GTNntEqKuzYHOvJujgAAAAABFAABVBQAAAEAAAAMAwAAAAAAAA==",,"Microsoft Corporation","1.203125","11.2501.31.0","11.2501.31.0","Notepad.exe","Notepad","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5176","8",,"False","2026/5/3 21:37:40",,"3820",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","32408","32408","23486464","23486464","1197624","1197624","24571904","24571904","146165760","146165760","2203961454592","643231744","True","Normal","23486464","23486464","255","1",,"System.Diagnostics.ProcessThreadCollection","676","2203927859200","609636352","False",,,,"121892864","121892864",,"System.Diagnostics.ProcessModule (Notepad.exe)","00:00:00.6875000","00:00:01.2031250","00:00:00.5156250","Notepad","263380","procs.txt - Notepad","True",,
"Notepad","1","193","2203516805120","19009536","3977216","12224","C:\Program Files\WindowsApps\Microsoft.WindowsNotepad_11.2501.31.0_arm64__8wekyb3d8bbwe\Notepad\Notepad.exe","""C:\WINDOWS\system32\notepad.exe"" procs.txt","System.Diagnostics.Process (pwsh)","Microsoft Corporation","0.28125","11.2501.31.0","11.2501.31.0","Notepad.exe","Notepad","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3172","8",,"False","2026/5/3 21:39:30",,"9800",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","12224","12224","3977216","3977216","289504","289504","4079616","4079616","19079168","19079168","2203519959040","201736192","True","Normal","3977216","3977216","255","1",,"System.Diagnostics.ProcessThreadCollection","193","2203516805120","198582272","False",,,,"19009536","19009536",,"System.Diagnostics.ProcessModule (Notepad.exe)","00:00:00.1875000","00:00:00.2812500","00:00:00.0937500","Notepad","0","","True",,
"OpenConsole","1","149","2203524812800","14487552","3006464","10400","c:\Users\stanleyzhu\AppData\Local\Programs\Microsoft VS Code\034f571df5\resources\app\node_modules\node-pty\build\Release\conpty\OpenConsole.exe","""c:\Users\stanleyzhu\AppData\Local\Programs\Microsoft VS Code\034f571df5\resources\app\node_modules\node-pty\build\Release\conpty\OpenConsole.exe"" --headless --inheritcursor --width 199 --height 37 --signal 0x558 --server 0x54c","System.Diagnostics.Process (Code)","Microsoft Corporation","1.046875","1.25.2603.03002","1.25.260303002-preview","Console Window and PTY Host (Open Source)","Windows Terminal","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6024","8",,"False","2026/5/3 19:10:57",,"4884",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","10400","10400","3006464","3006464","311776","311776","3067904","3067904","14495744","14495744","2203526909952","208687104","True","Normal","3006464","3006464","255","1",,"System.Diagnostics.ProcessThreadCollection","149","2203524812800","206589952","False",,,,"14487552","14487552",,"System.Diagnostics.ProcessModule (OpenConsole.exe)","00:00:00.6562500","00:00:01.0468750","00:00:00.3906250","OpenConsole","0","","True",,
"OpenConsole","1","265","2203533398016","22343680","3756032","13472","C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.22.11141.0_arm64__8wekyb3d8bbwe\OpenConsole.exe","""C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.22.11141.0_arm64__8wekyb3d8bbwe\OpenConsole.exe"" -Embedding",,"Microsoft Corporation","0.15625","1.22.2504.24001","1.22.250424001","OpenConsole.exe","Windows Terminal","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4740","8",,"False","2026/5/3 21:34:54",,"11560",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","13472","13472","3756032","3756032","330528","330528","4153344","4153344","22487040","22487040","2203540746240","222523392","True","Normal","3756032","3756032","255","1",,"System.Diagnostics.ProcessThreadCollection","265","2203533398016","215175168","False",,,,"22343680","22343680",,"System.Diagnostics.ProcessModule (OpenConsole.exe)","00:00:00.1093750","00:00:00.1562500","00:00:00.0468750","OpenConsole","0","","True",,
"powershell","1","999","2204399435776","217878528","147968000","43032","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" ","System.Diagnostics.Process (explorer)","Microsoft Corporation","57.1875","10.0.26100.1 (WinBuild.160101.0800)","10.0.26100.1","Windows PowerShell","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5716","8",,"False","2026/5/3 21:34:53",,"1124",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","43032","43032","147968000","147968000","1025168","1025168","162189312","162189312","230174720","230174720","2204456660992","1138438144","True","Normal","147968000","147968000","255","1",,"System.Diagnostics.ProcessThreadCollection","999","2204399435776","1081212928","False",,,,"217878528","217878528",,"System.Diagnostics.ProcessModule (powershell.exe)","00:00:23.5625000","00:00:57.1875000","00:00:33.6250000","powershell","1312286","get-process | out-gridview","True",,
"prl_cc","1","707","4694282240","53927936","11452416","41304","C:\Program Files\Parallels\Parallels Tools\prl_cc.exe","""C:\Program Files\Parallels\Parallels Tools\prl_cc.exe""",,"Parallels International GmbH","15.65625","20.1.2 (55742)","20.1.2 (55742)","Parallels Control Center","Parallels Tools 20.1.2","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4404","8",,"False","2026/5/3 10:22:24",,"8340",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","41304","41304","11452416","11452416","609120","609120","12800000","12800000","56184832","56184832","4890157056","595189760","True","Normal","11452416","11452416","255","1",,"System.Diagnostics.ProcessThreadCollection","707","4694282240","399314944","False",,,,"53927936","53927936",,"System.Diagnostics.ProcessModule (prl_cc.exe)","00:00:10.6562500","00:00:15.6562500","00:00:05","prl_cc","131756","","True",,
"prl_tools","1","246","4484259840","13664256","2973696","18432",,,,,,,,,,"Process",,,"8",,,,,"3744",".",,,,"18432","18432","2973696","2973696","266904","266904","3198976","3198976","13918208","13918208","4494585856","199618560",,,"2973696","2973696",,"1",,"System.Diagnostics.ProcessThreadCollection","246","4484259840","189292544","False",,,,"13664256","13664256",,,,,,"prl_tools","0","","True",,
"prl_tools_service","0","227","4461760512","14245888","3018752","16768",,,,,,,,,,"Process",,,"8",,,,,"3492",".",,,,"16768","16768","3018752","3018752","234648","234648","3411968","3411968","15736832","15736832","4470718464","175751168",,,"3018752","3018752",,"0",,"System.Diagnostics.ProcessThreadCollection","227","4461760512","166793216","False",,,,"14245888","14245888",,,,,,"prl_tools_service","0","","True",,
"pwsh","1","850","2238469877760","237477888","111026176","128320","C:\Program Files\PowerShell\7\pwsh.exe","""C:\Program Files\PowerShell\7\pwsh.exe"" -noexit -command ""try { . \""c:\Users\stanleyzhu\AppData\Local\Programs\Microsoft VS Code\034f571df5\resources\app\out\vs\workbench\contrib\terminal\common\scripts\shellIntegration.ps1\"" } catch {}""","System.Diagnostics.Process (Code)","Microsoft Corporation","33.859375","7.6.1.500","7.6.1 SHA: 8b54b1dd8fa0461d3a78c2114622af61ffd9ea78+8b54b1dd8fa0461d3a78c2114622af61ffd9ea78","PowerShell 7","PowerShell","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4240","8",,"False","2026/5/3 19:10:57",,"10960",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","128320","128320","111026176","111026176","777976","777976","119656448","119656448","245071872","245071872","2238668976128","991014912","True","Normal","111026176","111026176","255","1",,"System.Diagnostics.ProcessThreadCollection","850","2238469877760","791916544","False",,,,"237477888","237477888",,"System.Diagnostics.ProcessModule (pwsh.exe)","00:00:11.7656250","00:00:33.9062500","00:00:22.1406250","pwsh","0","","True",,
"Registry","0","0","113197056","62574592","6234112","12648",,,,,,,,,,"Process",,,"8",,,,,"172",".",,,,"12648","12648","6234112","6234112","225776","225776","32047104","32047104","162566144","162566144","207339520","207339520",,,"6234112","6234112",,"0",,"System.Diagnostics.ProcessThreadCollection","0","113197056","113197056","False",,,,"62574592","62574592",,,,,,"Registry","0","","True",,
"RuntimeBroker","1","257","2203557797888","36487168","8294400","14424","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding",,"Microsoft Corporation","1.125","10.0.26100.2454 (WinBuild.160101.0800)","10.0.26100.2454","Runtime Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3880","8",,"False","2026/5/3 10:32:10",,"356",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","14424","14424","8294400","8294400","346360","346360","10735616","10735616","43036672","43036672","2203595882496","277659648","True","Normal","8294400","8294400","255","1",,"System.Diagnostics.ProcessThreadCollection","257","2203557797888","239575040","False",,,,"36487168","36487168",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:00.8125000","00:00:01.1250000","00:00:00.3125000","RuntimeBroker","0","","True",,
"RuntimeBroker","1","159","2203462836224","17600512","2834432","10208","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding",,"Microsoft Corporation","0.578125","10.0.26100.2454 (WinBuild.160101.0800)","10.0.26100.2454","Runtime Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4040","8",,"False","2026/5/3 10:22:27",,"6040",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","10208","10208","2834432","2834432","188192","188192","3538944","3538944","19816448","19816448","2203471929344","153706496","True","Normal","2834432","2834432","255","1",,"System.Diagnostics.ProcessThreadCollection","159","2203462836224","144613376","False",,,,"17600512","17600512",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:00.2500000","00:00:00.5781250","00:00:00.3281250","RuntimeBroker","0","","True",,
"RuntimeBroker","1","823","2203836837888","92381184","20267008","38384","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding",,"Microsoft Corporation","4.65625","10.0.26100.2454 (WinBuild.160101.0800)","10.0.26100.2454","Runtime Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4248","8",,"False","2026/5/3 10:22:19",,"6936",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","38384","38384","20267008","20267008","863824","863824","26898432","26898432","101072896","101072896","2204039593984","721371136","True","Normal","20267008","20267008","255","1",,"System.Diagnostics.ProcessThreadCollection","823","2203836837888","518615040","False",,,,"92381184","92381184",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:02.0781250","00:00:04.6562500","00:00:02.5781250","RuntimeBroker","0","","True",,
"RuntimeBroker","1","380","2203598315520","53116928","10063872","23264","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding",,"Microsoft Corporation","2.984375","10.0.26100.2454 (WinBuild.160101.0800)","10.0.26100.2454","Runtime Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5512","8",,"False","2026/5/3 10:22:19",,"7128",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","23264","23264","10063872","10063872","459192","459192","12144640","12144640","56918016","56918016","2203645476864","327254016","True","Normal","10063872","10063872","255","1",,"System.Diagnostics.ProcessThreadCollection","380","2203598315520","280092672","False",,,,"53116928","53116928",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:01.4218750","00:00:02.9843750","00:00:01.5625000","RuntimeBroker","0","","True",,
"RuntimeBroker","1","203","2203495440384","26820608","3231744","11432","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding",,"Microsoft Corporation","0.5625","10.0.26100.2454 (WinBuild.160101.0800)","10.0.26100.2454","Runtime Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","296","8",,"False","2026/5/3 10:34:24",,"11172",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","11432","11432","3231744","3231744","256960","256960","4329472","4329472","29978624","29978624","2203509207040","190984192","True","Normal","3231744","3231744","255","1",,"System.Diagnostics.ProcessThreadCollection","203","2203495440384","177217536","False",,,,"26820608","26820608",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:00.2656250","00:00:00.5625000","00:00:00.2968750","RuntimeBroker","0","","True",,
"SearchHost","1","1651","2238902759424","311783424","165629952","135168","C:\WINDOWS\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\SearchHost.exe","""C:\WINDOWS\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\SearchHost.exe"" -ServerName:CortanaUI.AppXstmwaab17q5s3y22tp6apqz7a45vwv65.mca",,"Microsoft Corporation","23.8125","2124.28812.20.0","2124.28812.20.0","","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4664","8",,"False","2026/5/3 10:22:17",,"6436",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","135168","135168","165629952","165629952","2535360","2535360","242872320","242872320","439533568","439533568","2239017082880","1339121664","True","Normal","165629952","165629952","255","1",,"System.Diagnostics.ProcessThreadCollection","1651","2238902759424","1224798208","False",,,,"311783424","311783424",,"System.Diagnostics.ProcessModule (SearchHost.exe)","00:00:08.7656250","00:00:23.8125000","00:00:15.0468750","SearchHost","0","","True",,
"SearchIndexer","0","766","2203561259008","38973440","18235392","19144",,,,,,,,,,"Process",,,"8",,,,,"9188",".",,,,"19144","19144","18235392","18235392","301528","301528","39161856","39161856","58900480","58900480","2203570171904","251949056",,,"18235392","18235392",,"0",,"System.Diagnostics.ProcessThreadCollection","766","2203561259008","243036160","False",,,,"38973440","38973440",,,,,,"SearchIndexer","0","","True",,
"SecurityHealthService","0","472","2203536773120","26812416","8658944","19928",,,,,,,,,,"Process",,,"8",,,,,"8932",".",,,,"19928","19928","8658944","8658944","287880","287880","17424384","17424384","45584384","45584384","2203546206208","227983360",,,"8658944","8658944",,"0",,"System.Diagnostics.ProcessThreadCollection","472","2203536773120","218550272","False",,,,"26812416","26812416",,,,,,"SecurityHealthService","0","","True",,
"SecurityHealthSystray","1","176","2203487277056","14843904","2404352","9800","C:\Windows\System32\SecurityHealthSystray.exe","""C:\Windows\System32\SecurityHealthSystray.exe"" ","System.Diagnostics.Process (explorer)","Microsoft Corporation","0.328125","10.0.26100.1882 (WinBuild.160101.0800)","10.0.26100.1882","Windows Security notification icon","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4420","8",,"False","2026/5/3 10:22:26",,"8912",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","9800","9800","2404352","2404352","234616","234616","2555904","2555904","15466496","15466496","2203489906688","171683840","True","Normal","2404352","2404352","255","1",,"System.Diagnostics.ProcessThreadCollection","176","2203487277056","169054208","False",,,,"14843904","14843904",,"System.Diagnostics.ProcessModule (SecurityHealthSystray.exe)","00:00:00.1406250","00:00:00.3281250","00:00:00.1875000","SecurityHealthSystray","0","","True",,
"services","0","624","2203405869056","12017664","5218304","12496",,,,,,,,,,"Process",,,"9",,,,,"952",".",,,,"12496","12496","5218304","5218304","176504","176504","6864896","6864896","13328384","13328384","2203427557376","109334528",,,"5218304","5218304",,"0",,"System.Diagnostics.ProcessThreadCollection","624","2203405869056","87646208","False",,,,"12017664","12017664",,,,,,"services","0","","True",,
"ShellExperienceHost","1","669","2203842310144","76361728","16646144","30848","C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe","""C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe"" -ServerName:App.AppXtk181tbxbce2qsex02s8tw7hfxa9xb3t.mca",,"Microsoft Corporation","0.375","10.0.26100.1882 (WinBuild.160101.0800)","10.0.26100.1882","Windows Shell Experience Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3856","8",,"False","2026/5/3 10:34:24",,"4908",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","30848","30848","16646144","16646144","902912","902912","18243584","18243584","94990336","94990336","2203871760384","553537536","True","Normal","16646144","16646144","255","1",,"System.Diagnostics.ProcessThreadCollection","669","2203842310144","524087296","False",,,,"76361728","76361728",,"System.Diagnostics.ProcessModule (ShellExperienceHost.exe)","00:00:00.0937500","00:00:00.3750000","00:00:00.2812500","ShellExperienceHost","0","","True",,
